crossing time (s)	slope (V/s)	crossing number
11337.427440	17.720235	1290
11338.479771	17.529440	1291
11339.519448	17.619842	1292
11340.583697	17.490411	1293
11341.606619	17.834146	1294
11342.668170	17.633593	1295
11343.699534	17.625134	1296
11344.759870	17.372936	1297
11345.788081	17.509280	1298
11346.845562	17.311654	1299
11347.881542	17.161166	1300
11348.938913	17.699897	1301
11349.970400	17.589767	1302
11351.031736	17.243104	1303
11352.062653	17.711968	1304
11353.120546	17.213660	1305
11354.152639	17.194976	1306
11355.210181	17.264699	1307
11356.244722	16.822586	1308
11357.300688	17.127699	1309
11358.335536	17.041974	1310
11359.392239	17.090722	1311
11360.425958	17.057731	1312
11361.480648	16.899013	1313
11362.520299	16.970699	1314
11363.569080	16.952524	1315
11364.609836	16.913196	1316
11365.661052	16.830801	1317
11366.702535	17.009713	1318
11367.747998	16.818675	1319
11368.794976	16.835586	1320
11369.840035	16.786940	1321
11370.883561	17.101939	1322
11371.931466	16.634368	1323
11372.975831	16.405482	1324
11374.023116	16.798966	1325
11375.064166	16.435262	1326
11376.113986	16.660481	1327
11377.156656	16.476820	1328
11378.200292	16.777930	1329
11379.243817	16.732082	1330
11380.293427	16.948408	1331
11381.337941	16.771273	1332
11382.383268	16.499407	1333
11383.427687	16.640154	1334
11384.475820	16.581024	1335
11385.517534	16.321042	1336
11386.566273	16.410158	1337
11387.609410	16.426774	1338
11388.656129	16.462833	1339
11389.697968	16.492645	1340
11390.749229	16.399829	1341
11391.785230	16.594581	1342
11392.839030	16.343827	1343
11393.881609	16.409161	1344
11394.931503	16.385602	1345
11395.972344	16.206982	1346
11397.022841	16.326722	1347
11398.061111	16.288531	1348
11399.111021	16.335284	1349
11400.149919	16.147228	1350
11401.203638	16.006800	1351
11402.242123	16.299555	1352
11403.294134	16.541057	1353
11404.331310	16.154458	1354
11405.385557	16.153131	1355
11406.421078	16.182736	1356
11407.476569	16.201872	1357
11408.510141	16.192273	1358
11409.570458	16.061876	1359
11410.601551	16.125980	1360
11411.659119	16.056204	1361
11412.690047	16.195575	1362
11413.751117	15.662064	1363
11414.782213	16.024257	1364
11415.843233	16.082875	1365
11416.872965	15.767141	1366
11417.931417	15.877116	1367
11418.964837	15.871985	1368
11420.021699	15.939269	1369
11421.052528	15.863290	1370
11422.111628	15.913757	1371
11423.145029	15.931102	1372
11424.202796	15.799744	1373
11425.234563	16.073205	1374
11426.295347	15.929439	1375
11427.326187	16.059086	1376
11428.383397	15.685502	1377
11429.416257	15.536314	1378
11430.472677	15.813759	1379
11431.509869	15.680997	1380
11432.562211	15.700396	1381
11433.599766	15.562346	1382
11434.654945	15.665038	1383
11435.691409	15.551610	1384
11436.743594	15.564727	1385
11437.783283	15.558729	1386
11438.834129	15.265330	1387
11439.870816	15.598555	1388
11440.923866	15.330343	1389
11441.968464	15.443194	1390
11443.014888	15.354876	1391
11444.056003	15.321469	1392
11445.107281	15.370472	1393
11446.146287	15.422955	1394
11447.196797	15.226311	1395
11448.236229	15.476480	1396
11449.282302	15.241885	1397
11450.328460	15.198708	1398
11451.377125	15.077198	1399
11452.419997	15.056469	1400
11453.470008	15.130399	1401
11454.509855	15.160813	1402
11455.556391	15.157386	1403
11456.599718	15.207774	1404
11457.647676	15.179224	1405
11458.692763	15.142255	1406
11459.737765	15.106018	1407
11460.780833	14.936716	1408
11461.830591	14.992645	1409
11462.872817	15.036580	1410
11463.921507	15.044445	1411
11464.962103	14.888322	1412
11466.011729	14.968332	1413
11467.053666	15.010467	1414
11468.101986	14.929982	1415
11469.143392	14.838847	1416
11470.193132	14.805020	1417
11471.232045	15.058168	1418
11472.285029	14.949494	1419
11473.322395	14.773167	1420
11474.377968	14.512238	1421
11475.411137	14.868056	1422
11476.466389	14.795835	1423
11477.503692	14.643946	1424
11478.557012	14.654639	1425
11479.592169	14.764753	1426
11480.651349	14.764879	1427
11481.685220	14.830316	1428
11482.739835	14.537737	1429
11483.772230	14.517773	1430
11484.831322	14.642755	1431
11485.864009	14.773255	1432
11486.921763	14.394517	1433
11487.955082	14.304220	1434
11489.012391	14.937490	1435
11490.045712	14.703629	1436
11491.103824	14.698612	1437
11492.130115	14.679579	1438
11493.194564	14.493776	1439
11494.226949	14.744536	1440
11495.284272	14.578296	1441
11496.319498	14.504024	1442
11497.381430	14.550779	1443
11498.404938	14.277857	1444
11499.461097	14.381703	1445
11500.500466	14.478664	1446
11501.553843	14.262791	1447
11502.593241	14.524708	1448
11503.645452	14.292133	1449
11504.679256	14.435841	1450
11505.736033	14.041797	1451
11506.770410	14.039386	1452
11507.827276	14.585379	1453
11508.860827	14.364510	1454
11509.920844	14.453665	1455
11510.952236	14.113654	1456
11512.006499	14.587460	1457
11513.047332	14.274898	1458
