crossing time (s)	slope (V/s)	crossing number
4210.812193	15.150638	1371
4211.865822	15.072762	1372
4212.907942	14.904056	1373
4213.956573	15.068845	1374
4215.000307	15.177614	1375
4216.046443	15.512526	1376
4217.085228	15.490707	1377
4218.129799	14.142234	1378
4219.181592	15.162903	1379
4220.225869	15.128281	1380
4221.275147	14.597573	1381
4222.318478	15.361933	1382
4223.352452	14.392225	1383
4224.411835	15.102013	1384
4225.451320	15.455687	1385
4226.500914	15.069207	1386
4227.545130	15.755979	1387
4228.592087	15.075089	1388
4229.630932	15.015737	1389
4230.680531	15.256600	1390
4231.715133	15.558795	1391
4232.774202	14.796551	1392
4233.815041	15.075337	1393
4234.861872	15.116432	1394
4235.902262	14.703177	1395
4236.949604	14.974712	1396
4237.996406	14.857836	1397
4239.043544	14.567417	1398
4240.085352	14.721936	1399
4241.134069	14.903970	1400
4242.176763	15.055195	1401
4243.223968	14.440087	1402
4244.261771	14.600301	1403
4245.322102	14.140007	1404
4246.354674	14.570518	1405
4247.409065	14.531975	1406
4248.444792	14.505531	1407
4249.502127	14.887532	1408
4250.534088	14.646743	1409
4251.597017	14.633516	1410
4252.618454	15.022628	1411
4253.685290	14.429375	1412
4254.709644	14.622890	1413
4255.775419	14.498419	1414
4256.799528	14.295884	1415
4257.870517	14.781213	1416
4258.889428	14.300727	1417
4259.961161	14.359858	1418
4260.978575	14.386852	1419
4262.048815	14.383248	1420
4263.070232	14.503483	1421
4264.143489	14.357016	1422
4265.158164	14.196338	1423
4266.227941	14.253584	1424
4267.252373	14.031630	1425
4268.322152	14.263009	1426
4269.345163	14.062365	1427
4270.412346	14.412121	1428
4271.435309	14.296896	1429
4272.502797	14.041912	1430
4273.522716	14.206440	1431
4274.593102	13.972199	1432
4275.616677	14.346254	1433
4276.683189	14.485141	1434
4277.706763	13.467120	1435
4278.770155	13.874841	1436
4279.799728	13.846054	1437
4280.859937	14.152179	1438
4281.876717	12.656140	1439
4282.951091	14.276754	1440
4283.980804	14.027462	1441
4285.034034	13.845207	1442
4286.074391	13.361095	1443
4287.125725	13.747969	1444
4288.167095	13.512018	1445
4289.211673	13.944129	1446
4290.258296	13.840731	1447
4291.304399	13.812599	1448
4292.351310	14.173607	1449
4293.395200	13.932086	1450
4294.439478	13.948672	1451
4295.482068	13.783497	1452
4296.530391	13.834529	1453
4297.578489	13.603665	1454
4298.621449	13.672082	1455
4299.668849	13.570858	1456
4300.718191	13.688837	1457
4301.758208	13.582773	1458
4302.799526	13.811588	1459
4303.850235	13.666700	1460
4304.895754	13.843875	1461
4305.937887	13.521347	1462
4306.983297	13.500554	1463
4308.029997	13.466260	1464
4309.074263	13.205437	1465
4310.122623	13.355815	1466
4311.166420	13.533451	1467
4312.210332	13.710346	1468
4313.253680	13.539206	1469
4314.295897	12.673941	1470
4315.349135	13.272939	1471
4316.386976	13.550494	1472
4317.440194	14.197545	1473
4318.482830	13.276813	1474
